"Raf"	"Mek"	"PLCg"	"PIP2"	"PIP3"	"Erk"	"Akt"	"PKA"	"PKC"	"p38"	"JNK"	"experiment"
47	27.1	5.83	1.01	14.1	11.3	39.6	723	29.4	48.3	27.6	5
92.2	31.6	7.77	1.58	4.83	17.5	24.1	655	19.8	40.7	5.83	5
64.9	24.6	4.33	1	17.5	6.1	19.1	757	26.4	50.5	10	5
37.9	18.4	4.33	1.25	12	34	100	914	6.44	30.8	108	5
37.5	29.7	1.81	1.01	5.62	27.9	50	289	14.7	28.1	1	5
63.2	34.6	5.52	2.41	24.8	17.8	32.8	717	15.4	25.9	17.6	5
8.98	22.1	7.99	3.62	7.43	78.4	145	673	6.85	19.8	1	5
42.9	15	1.15	1.01	22.5	5.19	19.8	588	32.2	59.9	14.3	5
69.8	20.4	5.23	1.01	2.84	56.7	127	698	16.7	32.8	17.6	5
12.9	20.4	3.19	1.01	8.2	8.66	31.9	655	18.8	31.3	11.7	5
106	24.1	4.53	1.01	17.9	61.5	111	1670	32.8	79.9	26.7	5
59.9	23.7	1.6	3.02	16.5	17.6	42.2	269	18.9	41.8	18.1	5
172	33.1	5.88	173	47.4	24.1	32.8	279	31.9	56.2	28.9	5
39.6	18.1	4.83	1	21.7	13.7	35.5	198	32.5	84.3	60.4	5
20	23.1	2.55	3.22	22.5	17	62.6	1252	3.52	36.8	67.9	5
59.4	26.9	14.1	2.13	14.2	41	89	632	18.1	44.1	26.4	5
82	26.2	1.01	1.3	12.1	27.4	69.8	1762	34	50.5	8.51	5
65.5	35.2	7.37	1.72	9.39	8.98	22.7	474	9.73	25.5	14.7	5
100	44.5	1.01	6.32	10.6	24.8	51.9	487	2.55	9.82	48.3	5
122	46.1	1.32	1.33	16.4	46.1	91.4	2350	22.9	46.6	15	5
55.7	22.9	3.22	6.67	12.7	14.9	53.3	1055	17	35.2	9.56	5
100	57.3	4.26	1.01	13.3	11.7	29.2	322	21.1	31.6	13.7	5
20.7	13.6	8.43	5.33	4.22	18.9	56.7	2458	9.39	19.8	1.98	5
103	35.2	1	1.01	11.8	13.7	25.5	382	14.9	25.5	8.28	5
67.9	20.4	1	2.27	10.9	18.4	30.8	205	13.2	40.3	17.3	5
106	26.7	10.4	1.08	1	21.9	37.2	264	17.9	35.9	37.9	5
98.2	30	5.47	2.27	11.7	3.46	19.6	820	40	71.7	40	5
74.3	21.5	1.75	1.12	3.28	18.1	71.7	1999	29.2	52.3	9.06	5
45.7	34	5.47	3.34	8.06	14.9	20.7	225	14.2	39.2	20.9	5
65.5	31.9	4.41	3.46	9.56	43.7	79.1	922	28.1	50.9	27.6	5
67.9	24.6	2.5	1.01	12.7	21.3	44.9	523	26.7	47	10.1	5
94.7	36.5	6.79	1.23	5.47	14.6	30.2	567	113	175	37.9	5
56.7	31.3	7.77	4.07	8.98	80.6	143	557	15.7	37.2	15.1	5
55.2	24.4	1.73	6.38	9.65	14.3	29.7	328	2.46	13.7	75	5
14.1	19.1	3.37	2.13	6.61	7.04	26.9	704	27.6	44.9	11.3	5
75	18.3	3.28	1.01	15.4	24.6	38.5	175	15.5	33.4	89	5
89.8	42.9	6.32	1	3.75	20.7	44.9	271	21.1	38.5	13.1	5
68.5	25.7	3.4	1.25	5.73	7.84	20.7	27.6	16	33.4	11.8	5
1.12	22.7	6.38	1	14.2	25.3	42.2	449	24.6	50.5	13.1	5
43.7	28.4	10.2	1.23	14.6	17.8	39.6	337	19.1	41	12.7	5
10.5	23.1	2.62	1.05	13.7	18.1	40.7	289	24.4	49.6	43.3	5
47.4	16.3	1.84	1.95	7.77	32.5	57.3	445	20.5	42.2	22.9	5
53.3	21.5	6.85	2.92	39.2	19.1	55.7	679	64.9	114	47.8	5
41.4	24.1	11.8	1.55	8.35	9.91	58.3	389	2.59	16.1	79.9	5
259	172	1	1.41	15.5	21.5	42.6	407	39.2	73.7	48.3	5
99.1	46.6	5.33	1.3	20.5	10.9	32.5	466	7.04	21.9	2.67	5
58.3	27.6	7.7	4.29	6.55	6.55	15.5	28.9	16.5	31.1	16.1	5
54.7	33.4	9.73	2.17	19.8	46.6	85.8	604	31.6	54.7	26.4	5
49.1	18.8	5.94	3.62	2.86	85.1	130	1027	15.4	42.9	67.9	5
62.6	38.5	8.43	3.79	7.57	143	211	874	29.7	48.7	14.6	5
53.3	30.5	3.55	9.31	15.3	36.2	86.6	2035	32.5	77.7	23.3	5
71	23.7	12.7	3.31	12.2	8.74	17.5	547	12.2	29.7	8.9	5
170	43.7	1.86	1.95	3.02	34.3	81.3	67.3	42.9	92.2	63.8	5
61	14.9	3.31	2.53	22.1	19.6	47.8	237	2.67	18.6	13.7	5
77	17.8	1	5.19	1.79	39.2	69.8	1134	2.37	19.3	57.3	5
22.5	22.5	10.5	2.67	13.5	10.4	26.2	449	13.7	23.7	7.37	5
66.7	27.9	4.1	1	17.5	18.1	28.1	410	5.14	11.2	86.6	5
12.2	10.4	7.23	1.26	11.3	8.74	30.5	179	22.3	42.9	16.3	5
73.7	18.9	3.68	1.36	18.8	7.84	16.5	433	1	9.47	4.91	5
98.2	31.9	12.5	2.86	21.5	12.1	38.9	35.9	39.6	96.5	34.3	5
10.5	13.6	2.33	1.01	10.1	15.5	35.5	400	25.5	47.4	25.5	5
82.8	30	9.82	5.23	23.7	7.99	20.5	610	16	42.9	23.3	5
12.5	14.3	1	1.01	2.81	41	61.5	311	13	31.3	15.7	5
64.9	34	2.31	1.45	19.1	7.5	16	400	3.65	23.7	62.6	5
18.3	15.5	3.05	4.53	25.7	30.2	56.7	1486	29.2	69.8	26.9	5
57.3	33.7	1	2.84	8.9	79.9	153	1219	6.21	13	5.19	5
59.9	35.2	8.66	1.33	14.9	6.79	29.4	12	14.1	36.8	13.3	5
49.6	15.3	1.39	1.01	28.6	24.8	71	2035	9.73	23.1	26.9	5
17.9	18.1	4.1	1	20.9	24.1	35.9	302	18.9	40.3	13.5	5
69.8	32.8	3.62	1.68	10.2	11.9	26.4	426	1.93	20.7	44.1	5
40.3	26.2	6.67	1	12.5	11.2	44.5	784	18.4	33.7	12.5	5
79.9	27.9	3.89	1	13.8	49.6	139	1144	13.6	30.5	8.06	5
93.9	34.3	1	1	7.7	8.82	24.4	632	5.62	12.1	115	5
106	26.9	6.26	3.22	4.87	12.4	37.2	514	25.5	39.2	9.47	5
7.1	21.7	4.49	2.97	18.4	21.9	101	1230	22.5	48.7	34.6	5
57.3	29.7	2.02	2.86	15.5	12	21.5	259	11.1	22.1	11.1	5
67.9	53.3	4.83	4.74	5.38	63.2	112	1486	39.6	65.5	29.7	5
14.1	33.7	1.43	1	16.8	33.7	57.8	410	7.37	24.4	7.43	5
56.2	26.2	6.85	3.25	13.2	68.5	121	626	28.1	73.7	45.7	5
93.1	30.5	1.72	1	16.5	6.73	34	717	50.5	107	59.9	5
50	31.1	1.86	1.79	7.64	19.1	33.1	267	3.34	21.1	56.2	5
41.8	23.1	1	1.06	12.1	20.5	33.1	292	35.2	66.7	25.9	5
170	142	26.7	170	39.2	39.2	75.7	874	10.7	20	9.56	5
61.5	37.5	4.78	2.25	18.8	21.3	30.5	274	11.2	17	6.1	5
108	46.1	5.88	1	9.56	26.4	28.9	316	36.2	68.5	54.7	5
80.6	18.6	2.29	1.76	8.43	25.3	49.6	313	31.3	76.4	9.82	5
10.6	17.5	1.57	1.84	14.2	15.1	48.7	1512	31.9	57.3	9.14	5
71	22.5	10.7	1.53	31.3	16.1	34.9	429	3.34	9.22	5.99	5
16.7	13.3	6.73	1	7.77	22.9	38.5	403	1.78	3.4	6.15	5
161	42.2	5.94	1.75	1.49	7.3	15.4	750	17.5	31.3	20.4	5
61.5	25.5	6.15	2.46	13.3	34.3	56.7	365	2.53	17.2	54.7	5
31.9	23.7	1.25	1.7	18.4	39.2	61.5	604	20.5	38.5	16	5
19.5	7.43	1.41	1.13	13	23.5	43.3	385	26.2	52.3	36.2	5
50.5	19.6	3.37	5.67	1.93	20.7	36.8	429	17.5	41.8	10.5	5
41.4	18.3	3.68	4.26	17.5	20.2	29.4	385	30	62.6	30.2	5
50.5	21.3	4.18	3.08	16.1	13.9	31.6	505	17	36.5	14.3	5
36.2	31.9	1.23	8.74	9.22	8.13	24.1	355	25	58.3	31.9	5
86.6	35.2	4.87	1.91	1.54	85.8	184	1208	7.43	30	107	5
92.2	63.2	3.52	3.34	19.5	11.2	31.1	457	19.8	29.4	12.1	5
36.8	17.9	2.48	4.14	12.9	39.2	63.2	858	28.1	46.6	6.73	5
71.7	21.9	2.27	5.05	11	26.9	47.4	334	37.9	69.2	20.4	5
80.6	31.9	8.82	1	14.2	20.9	36.5	433	37.9	62.1	16.4	5
13.6	40.7	2.15	5.09	13.7	19.6	31.1	257	24.4	41.4	27.9	5
55.7	31.6	6.79	250	82	7.64	18.1	514	22.3	41.8	14.7	5
23.7	14.7	1.21	2.48	1	7.99	19.8	487	26.4	58.3	23.1	5
58.8	17.3	5.28	1	1.1	46.6	53.8	259	27.9	80.6	184	5
36.8	14.1	6.98	1	8.28	14.3	36.5	500	53.3	101	77.7	5
67.9	19.8	1.33	1	5.28	20.4	32.5	305	34.3	58.3	21.1	5
47.4	25	1.01	2.15	34.6	28.9	61	1778	16.8	33.1	27.9	5
11.1	13.8	14.7	5.09	9.47	44.1	86.6	723	26.4	84.3	48.7	5
57.3	17.9	6.55	1	14.2	11.1	30.2	667	17.6	44.1	30.8	5
64.9	26.7	1	1	22.7	40.7	73	2054	2.76	13.7	47.8	5
67.9	39.6	15.5	6.61	17.5	18.8	42.6	18.1	37.9	86.6	35.9	5
77	30.5	4.49	2.46	18.3	24.6	41.8	302	13	18.8	50.9	5
91.4	30.8	7.64	5.94	10.1	6.32	10.5	300	6.49	13.7	56.2	5
8.2	12.2	1.58	5.88	11.2	11.3	19.1	328	2.94	12.3	25.7	5
69.8	24.8	1	2.69	17.9	29.2	61.5	1134	21.1	32.2	17.5	5
37.9	19.5	1	2.94	6.38	93.9	168	661	4.83	23.5	69.8	5
8.35	13	5.83	1	32.2	24.8	38.2	308	2.69	9.73	27.6	5
161	113	3.82	2.11	17.9	28.6	64.9	523	17.6	42.2	13.6	5
44.1	26.9	8.2	1	10.8	4.26	20.2	667	23.7	75	16.3	5
64.4	25.9	5.78	3.62	18.6	10.4	40	820	20.7	40.3	13	5
54.7	11.8	4.18	1	31.1	66.7	154	1928	20.7	57.3	23.9	5
59.4	36.2	9.47	6.44	9.56	79.1	145	922	32.5	66.7	36.8	5
88.2	34	1	167	35.2	19.8	41.8	241	1.64	12.2	42.9	5
56.2	47.8	7.57	3.65	8.58	5.52	10.9	167	36.2	69.2	21.7	5
27.6	21.3	4.26	1.88	11.9	9.39	19.6	828	5.78	13.6	78.4	5
78.4	31.6	6.49	3.43	2.79	10.9	25	414	11.7	34.3	73	5
70.4	40	2.57	1.65	3.43	23.5	42.9	392	2.39	11.4	43.3	5
80.6	30	18.8	1.65	15.4	19.8	54.7	281	21.5	41	13.9	5
88.2	37.5	7.3	1.57	1.79	71.7	186	1197	28.4	44.5	15.5	5
43.7	37.2	5.38	2.27	8.2	6.1	13.8	567	11.5	35.5	13.2	5
133	102	6.73	1.01	9.14	79.1	139	750	1.83	31.1	97.3	5
14.2	25.5	8.2	1.01	22.7	57.8	87.4	1027	14.7	37.9	6.04	5
56.2	24.8	3.75	5.05	10.9	12.7	30.2	229	4.66	14.9	65.5	5
91.4	22.5	1	2.29	7.91	5.78	13.8	874	18.6	33.7	12.2	5
70.4	31.9	6.61	1	12	45.3	101	2187	11.7	27.6	16.1	5
118	59.9	9.47	2.94	6.73	18.9	59.4	692	33.4	51.9	31.9	5
55.2	22.1	1.11	1	2.35	18.4	50.9	389	8.28	41.8	87.4	5
60.4	57.3	7.23	1	8.43	93.1	165	1946	5	16.7	78.4	5
72.3	22.1	3.55	1.01	13	10.3	25.5	334	4.18	21.1	83.5	5
58.8	35.9	2.84	7.37	16	22.9	32.5	294	20.2	40	11.5	5
121	38.9	15.4	25.3	24.6	27.6	45.7	346	15.8	40.3	13.1	5
132	55.2	17	6.79	13.3	9.39	25.9	523	25.7	58.8	27.9	5
111	36.5	6.98	1	15.3	28.4	54.2	211	4.66	33.7	100	5
11.3	21.3	1.54	1	16.1	64.4	120	615	18.9	37.2	23.5	5
54.7	16.1	5.09	5.05	22.5	7.64	18.3	500	24.4	42.6	11.1	5
89.8	38.2	12.7	2.64	18.1	21.3	47	319	12.4	21.9	12.3	5
79.1	16.5	6.1	1.64	15.5	7.99	29.4	385	32.2	67.9	21.7	5
65.5	36.5	2.79	1.93	16.1	26.7	41	289	1.7	15.8	57.8	5
328	346	1	1	23.3	13.9	38.2	271	41.4	78.4	19.8	5
90.6	25.7	7.37	1	25.3	7.37	20.7	379	29.2	71	118	5
119	76.4	7.04	2.17	8.98	24.8	41	343	7.5	54.2	48.7	5
67.9	26.2	2.44	1	16.3	34	74.3	594	22.1	42.9	6.1	5
56.2	8.98	8.9	5.14	35.2	17.8	60.4	1370	25.9	37.5	11	5
25.5	16.8	10.6	1.01	11.8	48.3	117	453	40.3	75	63.8	5
47	83.5	8.82	2.59	3.68	24.4	40	227	24.1	30.5	14.6	5
36.2	16.7	6.73	3.85	18.9	34.6	57.3	632	2.69	25	91.4	5
62.1	36.8	10.8	2.17	14.2	15	32.5	382	21.7	42.6	23.1	5
32.8	22.7	8.66	1.57	18.3	41.8	52.3	349	18.4	41	22.7	5
32.2	16	1.89	1	22.3	9.06	23.3	403	5.83	21.3	62.6	5
110	53.3	3.89	1	14.3	12.5	33.1	292	31.9	75.7	69.2	5
114	157	14.7	3	34.6	9.31	16.5	523	18.4	42.6	15.4	5
41.8	18.8	18.8	7.43	25.3	10.7	19.6	429	21.3	55.2	18.1	5
102	26.4	8.13	1.08	19.6	51.4	89	982	40.7	92.2	54.7	5
93.1	27.1	3.79	1.75	20.9	17	29.7	583	35.5	61	32.2	5
106	23.9	8.74	1.18	28.1	8.51	26.9	717	17.8	32.5	14.2	5
75.7	31.9	4.91	4.96	18.8	37.2	66.7	610	24.1	58.8	43.7	5
123	70.4	9.06	1.01	14.1	25.7	47.4	239	20.4	44.9	24.4	5
47	26.4	1.79	1.02	25.7	36.2	85.1	1611	29.4	58.8	21.3	5
70.4	47.4	3.37	1.23	13.7	13.5	20.4	621	30	71.7	139	5
60.4	14.6	3.55	1.57	4.03	6.04	7.04	28.6	15.3	31.6	8.2	5
101	32.5	9.39	1.29	13.9	13.8	41.4	478	24.4	53.8	96.5	5
82.8	23.9	10	7.17	13.8	32.8	40	215	3.25	13.3	77	5
85.8	30	11.5	1	11.9	8.9	20.9	567	19.5	37.5	4.57	5
20.5	17.9	1	4.83	26.4	12.6	19.8	372	12.1	34.3	14.5	5
18.1	23.9	3.49	1.01	8.28	19.5	46.1	418	6.85	25.7	83.5	5
88.2	27.1	12.2	1.01	3.59	20.5	29.7	392	16.1	41.8	18.1	5
103	44.1	3.52	1.38	19.6	10.5	20.4	396	15.5	36.2	32.8	5
33.1	17.3	5.52	3.68	6.85	5.67	34.9	491	20.7	33.7	21.7	5
10.5	23.9	3.34	2.86	26.4	5.62	28.4	777	25.3	58.8	31.9	5
77.7	29.2	1.01	1.2	14.7	8.82	32.2	523	12.5	31.3	132	5
52.3	29.4	3.13	1.23	1.93	51.9	147	939	11.9	24.4	12	5
42.2	37.9	2.74	1.01	33.4	15.3	27.9	599	22.1	53.8	15.3	5
71	30.8	8.43	4.03	15.1	12.5	35.5	164	3.05	18.9	89	5
53.8	38.2	8.43	1	24.8	22.1	45.7	257	7.77	4.91	62.1	5
77	34.9	1.47	1.68	19.1	34.9	63.2	1486	52.8	85.8	30.8	5
14.2	12.5	9.73	1.01	13.5	21.7	51.9	319	1	47.8	4.1	5
34.3	21.7	10.5	1.35	14.5	20.9	32.5	264	4.61	20.5	50.5	5
77.7	43.3	5.52	1	3.72	22.9	41	239	15.7	36.5	7.84	5
66.7	42.2	8.66	3.65	13.3	19.3	71.7	692	18.8	47.4	10.9	5
67.9	30.8	6.73	1.22	17.3	62.6	104	547	1.72	42.9	3.31	5
62.6	14.3	2.92	3.11	9.22	17.5	34.9	578	15.3	42.2	9.56	5
60.4	19.8	1	1.95	34.9	4.78	21.1	692	33.4	83.5	30.2	5
82.8	37.5	1	7.3	1.12	15.3	24.6	396	14.9	34.9	8.98	5
79.9	64.9	6.61	1.01	1	20	33.1	334	11.7	24.1	6.61	5
77.7	35.2	7.17	1	15.4	22.3	46.6	300	5.42	23.5	100	5
98.2	28.9	6.61	1	9.91	50	105	533	2.48	29.7	56.2	5
75.7	23.9	1	1.64	26.9	19.3	34.9	311	21.9	41	16.1	5
67.3	26.9	8.66	9.91	22.5	33.4	102	737	62.1	111	61	5
84.3	47.8	14.9	48.7	34.3	26.9	38.5	267	24.4	58.3	42.6	5
89.8	21.9	13.5	2.31	22.5	16.3	58.8	2227	21.5	48.7	20.5	5
91.4	26.7	1.38	2.39	13.1	17.2	32.5	186	15.8	50	18.4	5
66.1	25	6.61	2.84	7.91	11	32.5	297	34	70.4	47.4	5
71.7	53.3	4.29	6.1	48.7	12.3	25.5	337	15.4	34.6	9.22	5
170	41.8	5.52	1.41	23.9	24.1	37.9	286	1.39	30.2	4.53	5
37.2	17.9	10.9	1	23.3	27.4	44.5	313	5.09	18.8	50	5
69.8	29.4	8.35	1.39	20.7	3.75	8.06	302	20.5	46.6	9.39	5
50	25.5	2.04	72.3	28.9	31.1	63.8	1843	20.5	34	7.1	5
74.3	35.5	5.73	3.52	17.8	18.6	32.8	244	5.99	23.7	111	5
79.9	58.8	7.99	2.64	3.34	10.6	23.9	392	47.8	69.2	35.5	5
73	29.7	5.94	4.29	12.3	13.6	145	154	23.7	48.7	15.5	5
39.2	20	3	3.28	18.8	30.5	65.5	1670	36.8	87.4	92.2	5
111	107	4.53	5.38	9.06	12.3	20.2	319	2.35	105	5.28	5
50.9	30	12.1	1.79	21.7	1.64	20	770	29.2	66.7	18.8	5
26.4	25.5	10.6	3.28	36.8	25	41.8	292	16.3	39.6	15.4	5
89.8	57.8	4.7	1.15	18.1	22.5	40.3	271	10.8	22.1	9.47	5
78.4	43.7	3.75	4.7	11.7	17.2	31.9	211	74.3	112	28.9	5
53.8	17.5	4.83	1.01	4	41.4	71	1197	5.14	16.7	71	5
7.57	32.2	8.43	1.01	7.5	14.1	30.5	305	34.3	63.8	14.9	5
20.9	23.7	11.9	4.22	24.8	87.4	161	685	10.6	25.5	14.2	5
75.7	23.9	6.44	1	20	15.7	34	474	24.4	55.2	21.1	5
66.1	34.9	15.7	6.67	18.8	14.9	31.6	281	4.96	28.4	89.8	5
51.4	18.1	9.14	1	6.73	24.8	51.9	337	24.8	70.4	59.9	5
130	49.1	13.3	6.21	3.79	43.3	79.1	770	2.79	17.2	65.5	5
132	77	2.19	1.61	5.52	6.92	19.8	379	14.6	34	14.3	5
62.1	14.7	4.83	1.39	10.2	26.2	43.3	523	21.9	28.6	11.5	5
13.1	10.6	6.85	2.92	5.05	23.7	40.3	340	4.53	23.7	111	5
53.8	26.2	5.09	1.06	1	13.8	29.7	294	12.6	28.9	6.38	5
54.2	23.1	5.78	2.64	7.43	34.3	59.9	466	2.09	56.2	4.22	5
61	18.9	5.42	3	11.1	13.6	16.3	426	20.4	50	17.9	5
54.7	18.9	3.02	4.37	13.8	21.7	35.9	235	14.1	25.7	10.8	5
66.7	19.3	2.46	1.06	25.3	10.7	36.2	422	11.8	25.7	9.91	5
75.7	29.2	2.13	1	18.6	10.5	14.3	276	58.3	85.8	30	5
52.3	15.1	12.1	5.52	7.91	7.23	17	328	1.19	9.39	53.3	5
77	28.6	11.2	3.28	16.4	14.6	35.9	355	25.3	41.8	13.3	5
46.1	18.8	1	6.15	9.65	26.4	46.6	239	11.2	27.4	9.91	5
175	77	3.72	2.33	11.3	10.1	26.9	588	24.4	37.5	25.7	5
28.6	27.6	8.28	1	14.9	12.7	32.5	615	14.6	31.9	9.47	5
96.5	40	1	3.25	15.1	27.1	48.3	757	24.8	43.7	20	5
103	35.2	7.43	6.49	20	46.1	88.2	626	1.73	75.7	3.34	5
6.67	12.9	2.15	7.99	17.2	11.7	49.1	514	4.66	24.1	63.2	5
13.3	20.2	8.2	2.17	21.7	6.44	28.4	23.5	12.2	23.7	7.3	5
145	53.3	7.7	1.39	1.84	50.9	113	843	22.3	44.1	64.4	5
14.5	20.7	1.38	5.62	26.9	24.8	38.5	284	58.3	161	40.3	5
97.3	36.2	1.76	2.11	21.3	2.31	22.5	426	3.46	34	95.6	5
18.6	17.8	1	1.01	18.4	26.4	32.2	264	30.2	52.8	25.3	5
63.8	22.5	4.74	1.11	20.5	13.7	28.4	528	11.5	20.2	1.68	5
85.1	21.9	1.08	1	7.5	8.74	18.8	355	5.83	17.9	103	5
69.2	16.4	5.99	1.21	13.7	14.7	34	281	2.27	19.8	83.5	5
79.1	41.4	1	1.72	7.77	6.98	22.7	604	14.2	25	14.6	5
83.5	19.5	7.57	1.08	2.76	17.9	33.4	316	16.7	26.9	15.4	5
1.46	3.82	5.52	5.83	11.8	53.3	107	1843	21.9	61	19.1	5
87.4	22.9	2.23	1	13.7	9.47	14.7	478	10	24.4	9.56	5
73	61.5	9.47	3.96	15.4	7.17	13.7	241	36.5	76.4	49.1	5
90.6	59.9	8.51	2.74	8.13	9.91	31.6	704	14.5	36.8	74.3	5
50.5	20.9	1.88	1.91	14.7	34.3	107	1055	4.66	32.5	115	5
141	139	8.58	1.01	12.3	7.84	25.3	791	20.9	41.4	18.6	5
12.9	12.7	5.33	3.22	13.7	51.4	81.3	673	16.3	39.6	19.1	5
176	36.5	1.32	5.88	20.5	11.8	33.4	255	17	33.1	29.4	5
32.2	13.2	4.14	2.41	15	14.6	28.6	638	54.7	73	23.9	5
17.6	8.2	4.61	1	6.79	24.6	51.4	193	20.7	33.7	4.87	5
61	47	4.53	1.35	7.57	26.2	51.9	355	40.3	75.7	45.7	5
49.1	34.3	3.28	1	2.19	23.5	38.2	264	36.2	62.6	95.6	5
31.6	8.66	7.99	1	8.06	37.9	84.3	1611	8.51	56.2	239	5
117	56.7	6.98	3.52	11.1	10.9	40	982	7.17	15.1	22.9	5
84.3	46.1	4.45	1.01	11.5	5.99	14.1	18.6	21.1	59.9	274	5
42.9	12.2	13.1	3.82	18.6	45.3	75	655	4.61	9.31	8.58	5
73	25.5	2.41	1.23	18.4	21.7	50	533	19.1	31.9	19.3	5
79.9	52.3	6.67	1.68	2.67	9.91	23.1	509	73	142	30.2	5
58.8	13.1	10.4	1.01	5.47	23.1	43.3	334	6.04	24.6	95.6	5
19.6	27.1	14.9	1.01	18.4	29.4	48.3	359	8.82	33.7	66.7	5
51.4	16.3	1.27	4.07	13.1	25.7	44.1	274	15.1	34	9.65	5
34	13.8	4.7	6.49	21.3	16.3	45.7	403	4.91	18.6	61.5	5
71	21.3	6.73	2.81	12.1	44.9	71	319	19.8	37.2	25	5
114	26.2	10	3.05	4.29	18.9	36.8	331	3.65	33.7	89.8	5
49.6	30.5	7.3	2.02	5.47	21.1	41	237	14.5	34.9	10.5	5
53.8	21.3	4.26	1.75	7.57	4.87	5.99	453	15.4	26.4	9.82	5
36.2	17.8	5.14	3.43	9.65	14.7	31.6	385	15.7	31.1	11.2	5
81.3	64.4	2.04	1	15.5	44.5	89.8	583	11.2	43.7	6.04	5
93.1	32.5	4.91	8.58	27.1	21.5	49.1	1346	11.8	37.9	75.7	5
30.8	16.7	7.37	3.02	9.65	18.6	31.6	297	22.1	29.7	7.1	5
80.6	32.5	9.73	1	13.3	25.3	28.4	229	32.8	47.4	10.7	5
59.4	15.3	1.01	2.37	19.6	15.7	41	269	11.1	22.1	6.44	5
59.9	24.1	1.68	1.49	2.46	25.5	52.8	382	9.22	34.6	94.7	5
66.7	18.8	4.7	1	5.78	41	89.8	1655	25.5	48.3	13.9	5
74.3	18.6	3.4	1.01	7.7	20.2	36.8	235	30.2	79.9	75.7	5
14.6	25.7	3.46	1.01	22.5	26.9	44.1	246	30.5	50	16.1	5
81.3	30.2	5.09	2.89	15.4	14.7	29.7	644	4.1	14.7	22.5	5
35.5	22.5	5.14	1.01	19.8	46.1	94.7	1596	5.33	25.5	89.8	5
41	9.31	1	1	5.67	28.6	40	274	18.8	59.4	23.3	5
81.3	38.5	8.43	1.12	1	16.8	36.5	519	27.6	52.8	13.1	5
73.7	38.5	11.8	1.01	8.2	26.4	54.7	991	12.9	42.2	12.5	5
17.8	19.3	16.3	2.07	20.4	7.84	7.5	375	25.5	47.4	12.3	5
59.9	48.3	18.9	23.9	29.2	5.88	31.1	750	10.3	39.6	196	5
107	32.5	4.87	1.91	7.1	2.84	16.5	491	28.4	67.9	25.5	5
7.3	11.9	6.38	4.57	10.2	11.2	19.3	528	9.91	35.5	37.5	5
58.8	22.7	3.28	3.46	7.43	12.3	36.2	267	3.31	25	75	5
52.3	12.2	7.04	2.84	31.1	16	41	505	11.3	33.1	6.73	5
61.5	23.1	8.74	7.3	9.65	13.7	39.2	400	29.7	46.6	16	5
53.8	23.5	2.48	5.83	4.26	41.8	55.7	209	12.1	21.9	15.3	5
94.7	44.5	5.05	2.59	19.1	30	53.3	610	27.1	52.3	13.8	5
63.8	28.4	2.59	7.91	4.41	3.92	27.6	843	2.57	10.8	8.2	5
33.4	33.1	7.37	3.96	1	71	120	305	15.3	42.9	82.8	5
60.4	22.5	2.41	3.34	7.3	17.5	20.5	284	42.2	89	70.4	5
63.2	25.5	2.09	4.7	4.96	66.1	132	770	18.9	38.9	95.6	5
77.7	24.8	5	1.01	6.92	18.8	28.4	221	9.91	16.5	8.28	5
59.4	27.4	5.38	2.48	5.52	8.74	13.6	461	12.3	19.8	12.7	5
15.5	11.7	2.25	2.44	20.5	23.7	49.1	233	10.2	53.8	67.3	5
18.6	11.3	2.59	1	1.19	15.4	24.4	426	20.4	44.9	8.98	5
16.4	20.4	3.46	8.98	7.3	25.9	28.1	279	4.37	24.6	93.9	5
18.4	31.9	1	1.65	1.31	30.2	60.4	1176	6.26	23.9	101	5
59.9	13.8	2.11	1.88	10.9	50	97.3	1946	2.46	7.17	79.1	5
87.4	25.5	5.99	1	4.57	43.3	89	1843	7.1	63.2	20.5	5
36.8	19.6	1.84	2.71	10	8.2	23.5	449	2.86	22.9	106	5
17.5	19.3	4.41	1	4.61	4.83	19.6	750	4.22	18.8	93.9	5
44.9	30.5	8.43	6.79	22.3	3.22	25	820	12	31.9	18.9	5
42.2	21.7	8.13	1.02	1.83	14.1	19.1	302	25	38.5	16.3	5
69.8	22.5	5.73	1.01	16.1	35.5	45.3	313	20.7	53.3	20.5	5
4.45	6.1	8.2	1	50	17.6	19.5	437	15.5	34	22.7	5
13.1	27.9	12.4	1	10.8	39.6	112	743	22.9	32.8	21.7	5
90.6	36.5	8.9	1	1.96	7.99	14.3	328	15	29.4	14.7	5
85.1	16.3	3.16	1.09	6.92	63.8	179	898	4.37	14.3	77.7	5
63.8	27.4	4.57	1.76	15.4	3.43	19.8	362	36.8	82.8	28.6	5
11.1	18.4	6.44	1.01	19.1	20	38.2	368	27.9	54.2	38.2	5
74.3	28.4	11.5	4.26	16.5	142	191	466	2.59	10.9	69.2	5
87.4	41.8	1	2.71	9.82	30.2	63.2	396	1	106	10	5
89	24.4	2.62	2.15	4.61	6.55	25.5	25.3	14.7	41.4	6.04	5
121	77.7	3.55	1	14.5	6.61	19.3	661	26.2	42.6	14.3	5
63.2	27.6	10.4	21.1	35.9	7.17	45.7	1358	5.73	49.1	142	5
63.8	30.8	4.91	1.02	11.9	84.3	150	453	37.5	69.8	42.6	5
77	33.1	5.19	4.07	16.7	13	32.5	441	25.3	50.5	22.9	5
9.14	8.66	5.88	8.2	21.1	37.9	76.4	685	23.1	34.9	17.3	5
